address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
2631 Mcingvale Rd,Food and Beverage,Hernando,US,us/ms/hernando/2631mcingvalerd/-1257054299,34.822393,-89.973027,7,7,USD,2016-06-06T16:18:13Z,,Byo Pizza,Buon Cibo,38632,USD,0,25,MS
2631 Mcingvale Rd,Food and Beverage,Hernando,US,us/ms/hernando/2631mcingvalerd/-1257054299,34.822393,-89.973027,4.75,4.75,USD,2016-06-06T16:18:13Z,,Cheese Pizza,Buon Cibo,38632,USD,0,25,MS
2631 Mcingvale Rd,Food and Beverage,Hernando,US,us/ms/hernando/2631mcingvalerd/-1257054299,34.822393,-89.973027,4.75,4.75,USD,2016-06-06T16:18:13Z,,Pepperoni Pizza,Buon Cibo,38632,USD,0,25,MS
1876 Black Rock Tpke,Pizza Place,Fairfield,US,us/ct/fairfield/1876blackrocktpke/-1673663891,41.18031,-73.247734,7.99,7.99,USD,"2016-03-26T04:42:01Z,2015-11-02T15:31:51Z",,Cheese Pizza,Tomato & Basil,6825,,0,0,CT
1876 Black Rock Tpke,Pizza Place,Fairfield,US,us/ct/fairfield/1876blackrocktpke/-1673663891,41.18031,-73.247734,10.99,10.99,USD,"2016-03-26T04:42:01Z,2015-11-02T15:31:51Z","Breaded eggplant, ricotta cheese, basil, tomato sauce and fresh mozzarella",Rollatini Pizza,Tomato & Basil,6825,,0,0,CT
1310 N W 23rd Ave,Video Rental & Sales,Gainesville,US,us/fl/gainesville/1310nw23rdave/1315248238,29.673973,-82.33917,4.25,4.25,USD,2016-11-30T19:30:53Z,,Pizza Sub,Blockbuster,32605,,0,0,FL
901 Loveland Madeira Rd,Pizza Place,Loveland,US,us/murdock/loveland/901lovelandmadeirard/324000305,39.26125063,-84.2709923,4.39,4.39,USD,2016-07-06T21:13:26Z,,Kids Size Pizza,Larosa's Pizzeria,45140,,0,0,Murdock
14004 E Indiana Ave,Pizza Place,Spokane,US,us/cityofspokanevalley/spokane/14004eindianaave/326673297,47.675464,-117.225497,10.75,10.75,USD,2016-12-21T10:01:36Z,,Eggscellent Pizza (white),Boston's Restaurant & Sports Bar,99216,USD,0,25,City Of Spokane Valley
555 Soquel Ave,Caterers,Santa Cruz,US,us/ca/santacruz/555soquelave/608951304,36.97572,-122.01743,5.99,5.99,USD,2016-03-29T04:55:45Z,,Mini Pizza,Ristorante Italiano,95062,USD,25,40,CA
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.79,8.79,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z","Creamy artichoke spinach sauce, featuring bacon, is topped with sliced chicken breast, fresh tomatoes, artichokes, mozzarella and cheddar cheese.",Artichoke Chicken Pizza,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.79,8.79,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z","Sweet bbq sauce topped with bbq chicken breast, bacon, red onions and mozzarella and gouda cheeses. garnished with cilantro and crispy onions.",Barbecue Chicken Pizza,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.99,8.99,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z","Alfredo sauce, sliced grilled chicken breast, bacon, fresh mushrooms, spinach and roma tomatoes. topped with mozzarella and smoked gouda cheeses.",California Pizza,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.79,8.79,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z","Homestyle tomato sauce, sliced chicken breast,   bacon and fresh roma tomatoes topped with smoked   provolone, mozzarella and cheddar cheeses.",Chicken Club Pizza,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.79,8.79,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z",,Margherita Pizza,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.79,8.79,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z",,Pepperoni Pizza,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
11981 S Strang Line Rd,Italian Restaurant,Olathe,US,us/ks/olathe/11981sstranglinerd/1448400452,38.90896786,-94.76871014,8.59,8.59,USD,"2016-04-19T03:19:10Z,2016-06-28T17:05:44Z",Create your own specialty pizza from any of our sauces and 3 toppings.,Pizza Mia,Zios Italian Kitchen - Olathe,66062,USD,25,40,KS
378 Broad St,American Restaurants,Bloomfield,US,us/grove/bloomfield/378broadst/-1132632277,40.806263,-74.192924,17,17,USD,2016-05-10T03:08:47Z,,Cheese Steak Pizza,Town Pub,7003,USD,25,40,Grove
378 Broad St,American Restaurants,Bloomfield,US,us/grove/bloomfield/378broadst/-1132632277,40.806263,-74.192924,17,17,USD,2016-05-10T03:08:47Z,,Chicken Parmesan Pizza,Town Pub,7003,USD,25,40,Grove
378 Broad St,American Restaurants,Bloomfield,US,us/grove/bloomfield/378broadst/-1132632277,40.806263,-74.192924,5,5,USD,2016-05-10T03:08:47Z,,Personal Pizza,Town Pub,7003,USD,25,40,Grove
378 Broad St,American Restaurants,Bloomfield,US,us/grove/bloomfield/378broadst/-1132632277,40.806263,-74.192924,15,15,USD,2016-05-10T03:08:47Z,,Vodka Sauce Pizza,Town Pub,7003,USD,25,40,Grove
28985 Golden Lantern,Restaurant,Laguna Niguel,US,us/ca/lagunaniguel/28985goldenlantern/-673748289,33.54206,-117.69095,2.95,2.95,USD,2016-03-28T05:54:05Z,,Pizza Bagel,I Love Bagels,92677,USD,0,25,CA
4138 Ogletown Stanton Rd,Chinese Restaurants,Newark,US,us/de/newark/4138ogletownstantonrd/1262811461,39.68517,-75.68316,2.5,2.5,USD,2016-03-29T05:22:35Z,,Chinese Pizza,Ming Garden Cocktails Chinese Restaurant,19713,,0,0,DE
6007 Us 60 E,Italian Restaurant,Barboursville,US,us/wv/barboursville/6007us60e/735805872,38.413007,-82.307758,6.99,6.99,USD,2016-05-10T21:17:11Z,"With two toppings, sauce and mozzarella.",Personal Pizza,Tascali's Decades Pasta & Grill,25504,USD,25,40,WV
6007 Us 60 E,Italian Restaurant,Barboursville,US,us/wv/barboursville/6007us60e/735805872,38.413007,-82.307758,5.99,5.99,USD,2016-05-10T21:17:11Z,,Pizza Bread,Tascali's Decades Pasta & Grill,25504,USD,25,40,WV
1602 E Forsyth St,Restaurant,Americus,US,us/ga/americus/1602eforsythst/713519866,32.071243,-84.208984,3.75,3.75,USD,2016-04-04T03:33:43Z,Flour tortilla topped with cheese sauce and ground beef,Mexican Pizza,La Hacienda,31709,USD,25,40,GA
148 W River St,Caf and Coffee Shop,Providence,US,us/noprovidence/providence/148wriverst/851730650,41.84392,-71.413666,4.95,4.95,USD,2016-05-10T05:02:33Z,,Pizza Combo,West River Cafe,2904,,0,0,No Providence
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,16.95,13.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","BBQ sauce, grilled chicken breast, cheddar and mozzarella.",Bbq Chicken Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,16.95,13.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Buffalo sauce, grilled chicken, mozzarella and cheddar cheese.",Buffalo Chicken Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,17.95,14.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Californian Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,16.95,13.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Philly steak, green peppers, mushrooms, onions, provolone and mozzarella.",Cheese Steak Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,16.95,13.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Gyro meat, ground beef, salami, black olives, green peppers, onions, tomato, feta and mozzarella cheese.",Greek Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,17.95,14.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Italiano Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,16.95,13.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Fresh basil, rich tomato sauce and fresh mozzarella cheese.",Margherita Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,17.95,14.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Chicken breast, artichokes, black olives, basil, feta and mozzarella cheese.",Mediterranean Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,17.95,14.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Chicken breast, portabella mushrooms, broccoli, olive oil, basil, ricotta and mozzarella cheese.",Monte Carlo Pizza (white),Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,9.95,5.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Pizza Burger,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,4.95,4.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Pizza Fries,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,9.95,5.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Pizza Steak,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,9.95,5.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Pizza Sub,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,17.95,14.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",,Seafood Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,17.95,14.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Genoa salami, spicy capricolla and bacon with a blend of mozzarella, cheddar and rich tomato sauce.",Sicilian Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,4.95,4.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z",With juice or 12oz soda,Two Slices of Cheese Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,16.95,13.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Green and banana peppers, onions, mushrooms, black olives and tomatoes.",Veggie Lovers Pizza,Original Giorgio's,21030,,0,0,MD
14 Scott Adam Rd,Pizza Place,Cockeysville,US,us/md/cockeysville/14scottadamrd/-312454436,39.47173,-76.63863,15.95,12.95,USD,"2016-03-31T01:02:56Z,2016-06-12T23:58:14Z","Garlic sauce, spinach, ricotta and mozzarella.",White Pizza,Original Giorgio's,21030,,0,0,MD
4940 E Ray Rd,Pizza,Phoenix,US,us/az/phoenix/4940erayrd/-1589891696,33.31993,-111.97697,15.99,15.99,USD,"2016-05-01T04:51:33Z,2016-06-04T21:02:39Z","Mozzarella and cheddar, chorizo, red onion and jalapenos.",Pizza Mexicana,Peter Piper Pizza,85044,,0,0,AZ
14805 W 64th Ave,Sales Promotions & Counseling Services,Arvada,US,us/co/arvada/14805w64thave/-2116432010,39.812653,-105.166004,12,12,USD,2017-03-02T22:05:38Z,,White Pizza,Martinizing,80007,USD,50,55,CO
400 S Orlando Ave,Pizza Place,Maitland,US,us/fl/maitland/400sorlandoave/-1534046487,28.62476934,-81.36355922,18.5,18.5,USD,"2016-03-29T05:18:03Z,2016-07-06T20:57:43Z",,Pizza Blanca,Nypd Pizza,32751,,0,0,FL
400 S Orlando Ave,Pizza Place,Maitland,US,us/fl/maitland/400sorlandoave/-1534046487,28.62476934,-81.36355922,17.45,17.45,USD,2016-03-29T05:18:03Z,,Pizza Bomba,Nypd Pizza,32751,,0,0,FL
400 S Orlando Ave,Pizza Place,Maitland,US,us/fl/maitland/400sorlandoave/-1534046487,28.62476934,-81.36355922,13.95,13.95,USD,2016-03-29T05:18:03Z,,Pizza Margherita,Nypd Pizza,32751,,0,0,FL
1 Corporate Dr,Deli / Bodega,Shelton,US,us/ct/shelton/1corporatedr/953915551,41.27626,-73.12953,5.25,5.25,USD,"2016-04-02T05:05:50Z,2016-05-19T14:23:53Z","Breaded chicken with 2 ounces of pepperoni, melted provolone topped with marinara sauce",Chicken Pizza,Enterprise Deli,6484,USD,0,25,CT
4952 Merrick Rd,Pizza Place,Massapequa Park,US,us/ny/massapequapark/4952merrickrd/948891565,40.66648,-73.452324,20.5,20.5,USD,"2016-04-01T07:04:29Z,2016-10-11T05:19:06Z",,Spicy Buffalo Pizza,Pizza Bistro,11762,,0,0,NY
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.95,14.95,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,Baked Ziti Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,14,12.75,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,Capelli Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.95,14.95,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,Cheesesteak Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.95,14.95,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z","Fried chicken, mozzarella and tomato sauce",Chicken Parmigiana Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.25,14.25,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z","Fresh mozzarella, plum tomatoes and basil",Grandma Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.95,14.95,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",Ham and pineapple,Hawaiian Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,19.99,19.99,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,Large Pizza and Mussels,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.99,16.99,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",Pepperoni and Sausage and 2 Liter Soda,Large Pizza Cheese,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,37.99,37.99,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,Order 3 Large Pizzas and Get The 4th Pizza Free,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.95,14.95,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,Primavera Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,16.95,14.95,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z","Broccoli, spinach, peppers and mushrooms",Vegetarian Pizza,Riccardo's Pizza,7663,,0,0,NJ
522 Saddle River Rd,Italian Restaurant,Saddle Brook,US,us/nj/saddlebrook/522saddleriverrd/-615172216,40.90908,-74.09194,14,12,USD,"2016-03-31T02:33:37Z,2016-05-16T23:19:20Z",,White Pizza,Riccardo's Pizza,7663,,0,0,NJ
932 S 10th St,Italian Restaurant,Philadelphia,US,us/pa/philadelphia/932s10thst/117733744,39.938407,-75.159763,8.95,8.95,USD,2017-02-12T19:56:06Z,,Pizza Burger,Carluccio's,19147,USD,25,40,PA
932 S 10th St,Italian Restaurant,Philadelphia,US,us/pa/philadelphia/932s10thst/117733744,39.938407,-75.159763,3.5,3.5,USD,2017-02-12T19:56:06Z,,Pizza Fries,Carluccio's,19147,USD,25,40,PA
932 S 10th St,Italian Restaurant,Philadelphia,US,us/pa/philadelphia/932s10thst/117733744,39.938407,-75.159763,7.25,7.25,USD,2017-02-12T19:56:06Z,With our homemade sauce,Pizza Steak,Carluccio's,19147,USD,25,40,PA
775 Goodman Rd E,Take Out Restaurants,Southaven,US,us/ms/southaven/775goodmanrde/-1690602993,34.962692,-89.975845,4.59,2.99,USD,2017-01-21T18:02:33Z,,Pizza Bread,Avellino's Pizza,38671,,0,0,MS
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,16.99,12.99,USD,2016-08-02T21:26:42Z,,Greek Pizza,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,3.49,3.49,USD,2016-08-02T21:26:42Z,,Pizza Bites,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,8.99,5.5,USD,2016-08-02T21:26:42Z,,Pizza Burger,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,3.99,3.99,USD,2016-08-02T21:26:42Z,,Pizza Fries,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,8.99,5.5,USD,2016-08-02T21:26:42Z,,Pizza Steak,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,8.99,5.5,USD,2016-08-02T21:26:42Z,,Pizza Sub,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,16.99,12.99,USD,2016-08-02T21:26:42Z,,Steak Pizza,Prima Pizza,21221,,0,0,MD
133 Back River Neck Rd,Pizza,Essex,US,us/md/essex/133backriverneckrd/-1277198611,39.309917,-76.44597,13.99,7.99,USD,2016-08-02T21:26:42Z,Greek style pizza,White Pizza,Prima Pizza,21221,,0,0,MD
22507 Plymouth Rd,Pizza Place,Redford,US,us/mi/redford/22507plymouthrd/-2024562465,42.37159,-83.26215,3.75,3.75,USD,2016-03-31T02:46:35Z,,Pizza  Burger,Prince Pizza,48239,,0,0,MI
22507 Plymouth Rd,Pizza Place,Redford,US,us/mi/redford/22507plymouthrd/-2024562465,42.37159,-83.26215,3.75,3.75,USD,2016-03-31T02:46:35Z,,Pizza Fries,Prince Pizza,48239,,0,0,MI
901 Nordic Dr,Pizza Place,White Lake,US,us/mi/whitelake/901nordicdr/588820430,42.650524,-83.52507,11.99,11.99,USD,2016-04-02T05:33:33Z,,8 Corner Pizza,Jet's Pizza,48383,,0,0,MI
901 Nordic Dr,Pizza Place,White Lake,US,us/mi/whitelake/901nordicdr/588820430,42.650524,-83.52507,5.99,5.99,USD,2016-04-02T05:33:33Z,,Pizza,Jet's Pizza,48383,,0,0,MI
8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,1.42,1.42,USD,"2016-05-10T05:56:48Z,2016-05-03T09:03:18Z",,Cheese Pizza,Greek's Pizzeria,46237,,0,0,IN
8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,18.76,18.76,USD,"2016-05-10T05:56:48Z,2016-05-03T09:03:18Z",,Gourmet Chicken Ranch Pizza,Greek's Pizzeria,46237,,0,0,IN
8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,19.22,19.22,USD,"2016-05-10T05:56:48Z,2016-05-03T09:03:18Z",,Gourmet Meat Pizzatm,Greek's Pizzeria,46237,,0,0,IN
8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,7.99,7.99,USD,2016-07-08T22:17:04Z,"Your choice of shredded chicken, chorizo or Angus ground beef stuffed into two flat crisp tortillas. Covered with melted queso cheese and topped with pico de gallo.",Mexico City Grill Pizza,Greek's Pizzeria,46237,,0,0,IN
8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,5.99,5.99,USD,2016-07-08T22:17:04Z,"Shredded chicken, chorizo or Angus ground beef stuffed into two flat crisp tortillas. Covered with melted queso cheese and topped with pico de gallo.",Mexico City Pizza,Greek's Pizzeria,46237,,0,0,IN
8028 S Emerson Ave,Pizza Place,Indianapolis,US,us/in/indianapolis/8028semersonave/-1889669263,39.64946776,-86.08348131,18.35,18.35,USD,"2016-05-10T05:56:48Z,2016-05-03T09:03:18Z",,White Pizza,Greek's Pizzeria,46237,,0,0,IN
1818 Manhattan Blvd,Restaurants,Harvey,US,us/la/harvey/1818manhattanblvd/-1673577298,29.88751,-90.056046,6.49,5.49,USD,2016-04-04T03:35:36Z,"Pepperoni in marinara sauce, mozzarella cheese, chives",Pizza,The Spud Spot,70058,,0,0,LA
406 E Colfax Ave,Restaurant,Denver,US,us/co/denver/406ecolfaxave/-1871871379,39.739883,-104.98201,1.2,1.2,USD,2016-03-23T03:09:43Z,,Pizza Roll,China Kitchen,80203,,0,0,CO
200 E Main Cross St,American Restaurants,Findlay,US,us/oh/findlay/200emaincrossst/-1432392514,41.03949,-83.64813,8.75,8.75,USD,2016-04-02T05:33:26Z,"Corned beef, 1000 island, sauerkraut, red onion",Berlin Pizza,Tavern At The Inn,45840,,0,0,OH
200 E Main Cross St,American Restaurants,Findlay,US,us/oh/findlay/200emaincrossst/-1432392514,41.03949,-83.64813,7.75,7.75,USD,2016-04-02T05:33:26Z,"Basil pesto, fresh tomato, red onion and black olives",Pizza Bruschetta,Tavern At The Inn,45840,,0,0,OH
200 E Main Cross St,American Restaurants,Findlay,US,us/oh/findlay/200emaincrossst/-1432392514,41.03949,-83.64813,12.5,12.5,USD,2016-04-02T05:33:26Z,"Tender gulf shrimp, creamy white garlic sauce, green onion",Shrimp Scampi Pizza,Tavern At The Inn,45840,,0,0,OH
